 min max x   3.99916649    
 min max y   3.99916649    
           1  -4.16710071E-04  -4.16710071E-04
           2  -4.16710071E-04   1.99958324    
           3   1.99958324      -4.16710071E-04
           4   1.99958324       1.99958324    
 building number           1 it           1 xc,yc  0.845137537      0.970658600    
 building number           2 it           2 xc,yc  0.851519227       1.27818596    
 building number           3 it           3 xc,yc   2.79197860       3.27129388    
 building number           4 it           4 xc,yc   1.79659021       1.52361846    
 building number           5 it           5 xc,yc   3.21432042      0.130090743    
 building number           6 it           6 xc,yc   3.12094212      0.748936474    
 building number           7 it           7 xc,yc  0.300869763       2.38603616    
 building number           8 it           8 xc,yc   3.30405474       3.27040768    
 building number           9 it           9 xc,yc   2.99673629       2.80049348    
 building number          10 it          10 xc,yc  0.378895372       3.51760983    
 building number          11 it          11 xc,yc   3.07602525       2.22317219    
 building number          12 it          12 xc,yc  0.659192443      0.547747970    
 building number          13 it          13 xc,yc   1.69210339       2.63316154    
 building number          14 it          14 xc,yc   2.61207914       1.28683901    
 building number          15 it          15 xc,yc   2.19221187      0.103211164    
 building number          16 it          16 xc,yc   2.81131673       3.58636427    
 building number          17 it          17 xc,yc   2.75462842       1.97251689    
 building number          18 it          18 xc,yc  0.416544348       2.13639832    
 building number          19 it          19 xc,yc   1.26222324       1.22720385    
 building number          20 it          20 xc,yc   1.50064361       1.18129015    
 building number          21 it          21 xc,yc   1.97688496       2.49197555    
 building number          22 it          22 xc,yc   1.33623517       3.68797326    
 building number          23 it          23 xc,yc  0.742201746       1.40111411    
 building number          24 it          24 xc,yc  0.771159351       2.97611046    
 building number          25 it          25 xc,yc   1.88316059       1.08587909    
 building number          26 it          26 xc,yc   1.11878514      0.876669288    
 building number          27 it          27 xc,yc   1.54328716       3.59117365    
 building number          28 it          28 xc,yc  0.505227685       2.85347390    
 building number          29 it          29 xc,yc   3.31077147       1.53087187    
 building number          30 it          30 xc,yc   3.52930903       3.50373554    
 building number          31 it          31 xc,yc   1.34425533      0.915739417    
 building number          32 it          32 xc,yc  0.487520695       3.22039509    
 building number          33 it          33 xc,yc   1.70231473       2.35510945    
 building number          34 it          34 xc,yc   1.78202713       1.23859417    
 building number          35 it          35 xc,yc  0.998012066       3.33180976    
 building number          36 it          36 xc,yc   1.99672306       3.58274341    
 building number          37 it          37 xc,yc   2.58280277       2.02865076    
 building number          38 it          38 xc,yc  0.850731432       3.33938146    
 building number          39 it          39 xc,yc   1.14506412       3.28771186    
 building number          40 it          40 xc,yc   2.13323021       2.01531315    
 building number          41 it          41 xc,yc   3.21975851       3.73387671    
 building number          42 it          42 xc,yc   1.27854860      0.569799662    
 building number          43 it          44 xc,yc   2.58086467       3.86449218    
 building number          44 it          45 xc,yc  0.962676466       1.51026058    
 building number          45 it          46 xc,yc   1.98732316       2.19964600    
 building number          46 it          47 xc,yc   3.82050800      0.385561079    
 building number          47 it          48 xc,yc  0.349178225      0.613799393    
 building number          48 it          51 xc,yc   3.78256202      0.582644165    
 building number          49 it          52 xc,yc  0.151181966      0.113695838    
 building number          50 it          53 xc,yc   2.78863978      0.590050220    
 building number          51 it          54 xc,yc   3.44125962       1.96283710    
 building number          52 it          55 xc,yc  0.679669023      0.893674791    
 building number          53 it          60 xc,yc   1.28318620       2.12551498    
 building number          54 it          61 xc,yc   3.49266839       2.68886137    
 building number          55 it          62 xc,yc   3.72069335       3.66227579    
 building number          56 it          63 xc,yc   1.63790870      0.910668194    
 building number          57 it          64 xc,yc   3.23389792      0.656140506    
 building number          58 it          65 xc,yc   3.83064651       2.75193429    
 building number          59 it          68 xc,yc  0.579277873       2.09225059    
 building number          60 it          69 xc,yc  0.769412458      0.301937133    
 building number          61 it          70 xc,yc   1.79016745      0.521157920    
 building number          62 it          71 xc,yc   3.64902925       2.47878408    
 building number          63 it          72 xc,yc   2.40908289      0.769842923    
 building number          64 it          73 xc,yc  0.909581006       3.04653740    
 building number          65 it          74 xc,yc  0.782239616       2.00544357    
 building number          66 it          75 xc,yc   3.79492283       2.07490206    
 building number          67 it          76 xc,yc   2.16311049       3.82748032    
 building number          68 it          77 xc,yc   2.48973584      0.208859041    
 building number          69 it          78 xc,yc  0.314701438       1.82923090    
 building number          70 it          79 xc,yc   2.80510545       2.31184602    
 building number          71 it          80 xc,yc  0.158342347       2.05825639    
 building number          72 it          81 xc,yc   2.00332522       3.77074432    
 building number          73 it          83 xc,yc   2.01041269      0.609174073    
 building number          74 it          84 xc,yc  0.761660099       3.76761103    
 building number          75 it          85 xc,yc  0.290931553       3.45136046    
 building number          76 it          86 xc,yc   3.33810711       2.57361317    
 building number          77 it          87 xc,yc   1.75917530       3.00883007    
 building number          78 it          89 xc,yc   1.66279602       2.85297608    
 building number          79 it          90 xc,yc  0.243739679      0.998367071    
 building number          80 it          91 xc,yc   2.92919278       2.12979627    
 building number          81 it          92 xc,yc   2.16888380       1.50942516    
 building number          82 it          93 xc,yc   1.66884255       1.30445969    
 building number          83 it          94 xc,yc   1.92707098       1.84492934    
 building number          84 it          95 xc,yc   2.64211321       1.83740294    
 building number          85 it          97 xc,yc  0.947241843       1.87230194    
 building number          86 it          98 xc,yc  0.272929490       2.66163301    
 building number          87 it         100 xc,yc  0.134899408       1.49998307    
 building number          88 it         101 xc,yc   3.49325132      0.997472525    
 building number          89 it         104 xc,yc   3.61923385       2.12022185    
 building number          90 it         105 xc,yc   3.27237582       1.80114782    
 building number          91 it         108 xc,yc   1.14092469       2.46925020    
 building number          92 it         109 xc,yc   1.74466968       3.71517467    
 building number          93 it         110 xc,yc   3.75922751       1.87516785    
 building number          94 it         112 xc,yc   8.85099024E-02   1.11516380    
 building number          95 it         114 xc,yc   3.41322374      0.614595890    
 building number          96 it         119 xc,yc   2.91449928       3.49940729    
 building number          97 it         121 xc,yc  0.414032459       1.94122934    
 building number          98 it         123 xc,yc   2.22662854       1.74282539    
 building number          99 it         124 xc,yc   1.23851073       3.83687615    
 building number         100 it         125 xc,yc   2.50475717      0.557247460    
 building number         101 it         126 xc,yc  0.321812660       2.94227076    
 building number         102 it         127 xc,yc   2.91648936       2.54607129    
 building number         103 it         129 xc,yc   3.56345081      0.458314598    
 building number         104 it         135 xc,yc   1.71273661       1.78571868    
 building number         105 it         136 xc,yc  0.567492664       2.65575147    
 building number         106 it         137 xc,yc   7.78950080E-02   2.26142907    
 building number         107 it         138 xc,yc   1.34473801       1.40301692    
 building number         108 it         139 xc,yc   3.74334645       2.37568927    
 building number         109 it         140 xc,yc   1.88448024      0.336468846    
 building number         110 it         141 xc,yc   1.04036140      0.713275254    
 building number         111 it         144 xc,yc  0.508990049       1.11807406    
 building number         112 it         145 xc,yc   3.47614169       3.79790878    
 building number         113 it         146 xc,yc   2.77084994       3.41209316    
 building number         114 it         147 xc,yc   1.69115257       1.92610276    
 building number         115 it         150 xc,yc  0.258983046       1.25753391    
 building number         116 it         154 xc,yc  0.624949694       1.87558961    
 building number         117 it         155 xc,yc   3.57041168       2.88552189    
 building number         118 it         156 xc,yc   3.08800626       1.11137199    
 building number         119 it         157 xc,yc   3.73052120      0.703035712    
 building number         120 it         158 xc,yc  0.993305266      0.577353716    
 building number         121 it         159 xc,yc   1.18157196       1.84044921    
 building number         122 it         161 xc,yc   2.27074933       2.21302509    
 building number         123 it         162 xc,yc   1.18136609       2.20706582    
 building number         124 it         164 xc,yc   2.39275932       1.47440684    
 building number         125 it         166 xc,yc   2.38647771       2.87838483    
 building number         126 it         168 xc,yc  0.176889956      0.529134750    
 building number         127 it         169 xc,yc   3.63161922      0.162527204    
 building number         128 it         172 xc,yc  0.577018261       2.31282187    
 building number         129 it         173 xc,yc   1.81387460       1.70053792    
 building number         130 it         175 xc,yc   2.51620173       1.91530633    
 building number         131 it         176 xc,yc   2.70010662       2.43437266    
 building number         132 it         178 xc,yc   3.79185438      0.124145359    
 building number         133 it         180 xc,yc   1.81809044       3.83170509    
 building number         134 it         181 xc,yc  0.577329755       3.74610710    
 building number         135 it         185 xc,yc   1.12177873       1.55519927    
 building number         136 it         186 xc,yc   2.44629908       3.66267467    
 building number         137 it         189 xc,yc   3.35843968      0.475234002    
 building number         138 it         190 xc,yc   1.18692625      0.126056552    
 building number         139 it         191 xc,yc   2.17567706       1.06607521    
 building number         140 it         192 xc,yc   2.84901571       3.06643200    
 building number         141 it         194 xc,yc   9.13951844E-02   3.81530476    
 building number         142 it         196 xc,yc   3.45798111      0.302635550    
 building number         143 it         197 xc,yc   3.70326400      0.999843478    
 building number         144 it         198 xc,yc   2.61500907      0.865014434    
 building number         145 it         199 xc,yc   1.74441648       3.25901723    
 building number         146 it         200 xc,yc   1.85814202      0.800361693    
 building number         147 it         201 xc,yc   2.24572730       1.85787833    
 building number         148 it         202 xc,yc   3.70155740       2.90342736    
 building number         149 it         203 xc,yc   2.23773623       1.24772453    
 building number         150 it         206 xc,yc   2.27164745       2.02269888    
 building number         151 it         212 xc,yc   2.51732373       1.68270540    
 building number         152 it         214 xc,yc  0.172415406       1.73557007    
 building number         153 it         215 xc,yc   1.13622797       3.77225494    
 building number         154 it         216 xc,yc   2.80794883      0.411121517    
 building number         155 it         219 xc,yc   2.51626992       3.09209228    
 building number         156 it         220 xc,yc  0.135936767       3.69672251    
 building number         157 it         222 xc,yc   3.02305174       1.95392406    
 building number         158 it         223 xc,yc   3.25051665       1.11718321    
 building number         159 it         225 xc,yc   1.49071634       2.43910623    
 building number         160 it         226 xc,yc   2.81893516       1.72643602    
 building number         161 it         228 xc,yc   1.14862609       2.02375436    
 building number         162 it         230 xc,yc  0.902038097       2.31840110    
 building number         163 it         233 xc,yc   3.35046244       9.51668024E-02
 building number         164 it         234 xc,yc   2.33578300       2.72198701    
 building number         165 it         235 xc,yc   1.17025387       2.63296175    
 building number         166 it         239 xc,yc   2.00499272       1.19290709    
 building number         167 it         240 xc,yc   3.87922001       1.61750603    
 building number         168 it         244 xc,yc   8.90909731E-02   3.27844930    
 building number         169 it         245 xc,yc  0.754627228      0.108502530    
 building number         170 it         246 xc,yc   1.70451057       1.04098654    
 building number         171 it         247 xc,yc  0.685026109       3.10610700    
 building number         172 it         250 xc,yc   1.82322717       2.28506184    
 building number         173 it         253 xc,yc  0.983095706      0.889536977    
 building number         174 it         254 xc,yc   1.36365628       2.31598020    
 building number         175 it         255 xc,yc   1.33094370       2.60416532    
 building number         176 it         257 xc,yc   1.85236967       3.13736486    
 building number         177 it         258 xc,yc  0.953229129       3.20874190    
 building number         178 it         259 xc,yc   3.03795004      0.192279115    
 building number         179 it         260 xc,yc   3.77615857       3.78990054    
 building number         180 it         265 xc,yc   2.85816431      0.163233027    
 building number         181 it         266 xc,yc  0.403297365       1.04192924    
 building number         182 it         269 xc,yc   3.11696291       2.67066908    
 building number         183 it         270 xc,yc   3.15919399       1.90943491    
 building number         184 it         271 xc,yc   3.14654160       3.19831657    
 building number         185 it         272 xc,yc   2.98255324       1.23755348    
 building number         186 it         273 xc,yc   2.33708191       1.61631918    
 building number         187 it         274 xc,yc   3.28745532       3.13237238    
 building number         188 it         278 xc,yc   1.07337928       1.76481593    
 building number         189 it         279 xc,yc   7.98476785E-02  0.684004366    
 building number         190 it         284 xc,yc   2.08134699      0.961888969    
 building number         191 it         287 xc,yc  0.590210617       2.48203015    
 building number         192 it         288 xc,yc   3.58566403       3.30232048    
 building number         193 it         289 xc,yc   1.53965867       3.72659850    
 building number         194 it         290 xc,yc   1.46772790       1.87283659    
 building number         195 it         293 xc,yc  0.520744324       3.89696741    
 building number         196 it         300 xc,yc   2.44290113       3.84491873    
 building number         197 it         301 xc,yc   1.76401138      0.206058875    
 building number         198 it         304 xc,yc   3.05248475       3.87857819    
 building number         199 it         306 xc,yc   3.05917883       1.75712502    
 building number         200 it         309 xc,yc   3.64611292       3.13995600    
 building number         201 it         310 xc,yc   7.34942183E-02  0.858906209    
 building number         202 it         311 xc,yc   2.81548524       1.03443336    
 building number         203 it         314 xc,yc   3.04958320      0.907144606    
 building number         204 it         319 xc,yc   3.46931553       3.66797328    
 building number         205 it         322 xc,yc   1.87670052       3.33225465    
 building number         206 it         323 xc,yc   3.20744038       2.96661472    
 building number         207 it         324 xc,yc   2.39059067       3.26024032    
 building number         208 it         325 xc,yc  0.349616319      0.338123769    
 building number         209 it         326 xc,yc   3.40219259       2.41550779    
 building number         210 it         331 xc,yc   3.60716796       1.78609979    
 building number         211 it         333 xc,yc  0.575522840       6.38940856E-02
 building number         212 it         334 xc,yc   2.25804424       2.59686947    
 building number         213 it         338 xc,yc   2.37747574      0.537767410    
 building number         214 it         339 xc,yc   2.90729904      0.854082942    
 building number         215 it         341 xc,yc   2.37145376       2.49665451    
 building number         216 it         343 xc,yc   2.76701117       3.84401965    
 building number         217 it         344 xc,yc   1.39717960      0.345541865    
 building number         218 it         345 xc,yc   2.41330504       3.00890231    
 building number         219 it         346 xc,yc  0.980701268       2.69945621    
 building number         220 it         349 xc,yc   2.96825337       1.57026577    
 building number         221 it         352 xc,yc   3.71239257       1.64185548    
 building number         222 it         357 xc,yc   3.19581008       2.30069995    
 building number         223 it         360 xc,yc   1.60843015       2.08262348    
 building number         224 it         363 xc,yc   1.05389893       2.89794993    
 building number         225 it         364 xc,yc   2.69004750       1.43961620    
 building number         226 it         366 xc,yc  0.641414404       3.57445955    
 building number         227 it         370 xc,yc  0.799891055      0.693735123    
 building number         228 it         373 xc,yc   1.49190760       3.37178183    
 building number         229 it         376 xc,yc  0.543512344      0.686912775    
 building number         230 it         378 xc,yc   2.53144693       2.20547748    
 building number         231 it         380 xc,yc   7.38375783E-02   2.84333968    
 building number         232 it         383 xc,yc   2.50341821      0.977639139    
 building number         233 it         388 xc,yc   1.05192256      0.203132898    
 building number         234 it         394 xc,yc   1.02552247       3.47855735    
 building number         235 it         397 xc,yc  0.171361655       3.16168857    
 building number         236 it         399 xc,yc  0.536984980       1.78204072    
 building number         237 it         401 xc,yc   3.08433962      0.591188073    
 building number         238 it         402 xc,yc   2.99443579       2.32652688    
 building number         239 it         404 xc,yc  0.363687545       3.86479735    
 building number         240 it         408 xc,yc   2.79035211       2.65273762    
 building number         241 it         410 xc,yc   2.30999398      0.915982664    
 building number         242 it         413 xc,yc   2.38559985       3.42165852    
 building number         243 it         416 xc,yc   2.15966964       3.28688478    
 building number         244 it         418 xc,yc  0.551893175      0.204688847    
 building number         245 it         422 xc,yc   1.50731766       2.60267973    
 building number         246 it         424 xc,yc  0.285490692       3.68882608    
 building number         247 it         435 xc,yc   2.20646715       2.88548017    
 building number         248 it         440 xc,yc   2.06257987       2.63595438    
 building number         249 it         448 xc,yc   3.42058349       2.09187412    
 building number         250 it         449 xc,yc   1.93235886       2.87541366    
 building number         251 it         454 xc,yc   2.39478850       1.20303750    
 building number         252 it         459 xc,yc   3.77579331       1.43384373    
 building number         253 it         461 xc,yc   3.71044540       3.30919456    
 building number         254 it         465 xc,yc   3.45293379       3.38517666    
 building number         255 it         469 xc,yc   3.60737205       1.38920665    
 building number         256 it         472 xc,yc   3.05995584       3.37782049    
 building number         257 it         473 xc,yc   2.58520627      0.378761858    
 building number         258 it         474 xc,yc   1.51429856       1.48361313    
 building number         259 it         479 xc,yc   1.21576095       3.46862030    
 building number         260 it         488 xc,yc   3.38073707      0.867155969    
 building number         261 it         490 xc,yc  0.436861545       3.66631293    
 building number         262 it         494 xc,yc   1.35278010       2.88301396    
 building number         263 it         495 xc,yc   2.19290686      0.321590096    
 building number         264 it         496 xc,yc  0.773916185       3.47311521    
 building number         265 it         502 xc,yc   1.61445022      0.102388784    
 building number         266 it         506 xc,yc  0.837379694      0.462834448    
 building number         267 it         507 xc,yc   1.68124616       3.52809072    
 building number         268 it         509 xc,yc   2.64269257       8.86515751E-02
 building number         269 it         514 xc,yc   3.14281392       1.64607286    
 building number         270 it         524 xc,yc  0.505716801       3.43883491    
 building number         271 it         526 xc,yc  0.113240659      0.366530657    
 building number         272 it         528 xc,yc   3.48332405       2.24247360    
 building number         273 it         532 xc,yc   3.79023147       3.45725393    
 building number         274 it         537 xc,yc   3.01023555      0.453325719    
 building number         275 it         541 xc,yc   2.03796959       1.55191433    
 building number         276 it         547 xc,yc   3.61751890       3.89007211    
 building number         277 it         555 xc,yc   1.32852101       3.92464066    
 building number         278 it         559 xc,yc   1.26415133       3.11418653    
 building number         279 it         562 xc,yc  0.728401899       2.49230576    
